#Finding multiomics studies between 2000/01/01 and 2000/12/31
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]
  Keywords=genomics,lipidomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,transcriptomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,transcriptomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,transcriptomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,transcriptomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,metabolomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,metabolomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,metabolomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,epigenomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=transcriptomics,metabolomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=transcriptomics,metabolomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=transcriptomics,metabolomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=transcriptomics,epigenomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=metabolomics,epigenomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,glycomics,transcriptomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,glycomics,metabolomics; From=2018/01/01; To=2018/12/31; IDs=30295190
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,glycomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,glycomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,glycomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,transcriptomics,metabolomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,transcriptomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,transcriptomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,transcriptomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,proteomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,transcriptomics,metabolomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,transcriptomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,transcriptomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,transcriptomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,glycomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,lipidomics,transcriptomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,transcriptomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,transcriptomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,transcriptomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,transcriptomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,transcriptomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,lipidomics,metabolomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,metabolomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,metabolomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,lipidomics,epigenomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
